class,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41
4,0.0,0.0,0.15517241379310345,-0.22413793103448276,0.15517241379310345,-0.5172413793103449,0.13793103448275862,-0.7241379310344828,0.1206896551724138,-0.8620689655172413,-0.06896551724137931,-0.7241379310344828,-0.034482758620689655,-0.9827586206896551,0.15517241379310345,-1.0,0.3103448275862069,-0.9482758620689655,-0.1724137931034483,-0.7068965517241379,-0.06896551724137931,-1.0,0.15517241379310345,-1.0,0.3103448275862069,-0.9310344827586207,-0.25862068965517243,-0.6724137931034483,-0.1206896551724138,-0.9310344827586207,0.10344827586206896,-0.9482758620689655,0.25862068965517243,-0.8620689655172413,-0.3448275862068966,-0.5862068965517241,-0.1896551724137931,-0.8103448275862069,-0.017241379310344827,-0.8448275862068966,0.1206896551724138,-0.8275862068965517
4,0.0,0.0,0.14285714285714285,-0.17582417582417584,0.18681318681318682,-0.43956043956043955,0.17582417582417584,-0.6153846153846154,0.15384615384615385,-0.7472527472527473,0.054945054945054944,-0.5604395604395604,0.06593406593406594,-0.7472527472527473,0.07692307692307693,-0.8791208791208791,0.07692307692307693,-0.967032967032967,-0.054945054945054944,-0.5714285714285714,-0.04395604395604396,-0.7582417582417582,-0.04395604395604396,-0.8901098901098901,-0.054945054945054944,-1.0,-0.16483516483516483,-0.5604395604395604,-0.16483516483516483,-0.7362637362637363,-0.16483516483516483,-0.8571428571428571,-0.16483516483516483,-0.9560439560439561,-0.2857142857142857,-0.5164835164835165,-0.2857142857142857,-0.6703296703296703,-0.2857142857142857,-0.7692307692307693,-0.2967032967032967,-0.8571428571428571
4,0.0,0.0,0.13978494623655913,-0.1827956989247312,0.1827956989247312,-0.44086021505376344,0.16129032258064516,-0.6129032258064516,0.13978494623655913,-0.7526881720430108,0.043010752688172046,-0.5698924731182796,0.03225806451612903,-0.7526881720430108,0.043010752688172046,-0.8817204301075269,0.043010752688172046,-0.967741935483871,-0.06451612903225806,-0.5698924731182796,-0.06451612903225806,-0.7634408602150538,-0.07526881720430108,-0.8924731182795699,-0.07526881720430108,-1.0,-0.17204301075268819,-0.5591397849462365,-0.1827956989247312,-0.7419354838709677,-0.1827956989247312,-0.8494623655913979,-0.1935483870967742,-0.956989247311828,-0.27956989247311825,-0.5161290322580645,-0.2903225806451613,-0.6666666666666666,-0.3010752688172043,-0.7634408602150538,-0.3010752688172043,-0.8494623655913979
4,0.0,0.0,0.12903225806451613,-0.1827956989247312,0.17204301075268819,-0.44086021505376344,0.15053763440860216,-0.6129032258064516,0.11827956989247312,-0.7419354838709677,0.021505376344086023,-0.5698924731182796,0.010752688172043012,-0.7526881720430108,0.021505376344086023,-0.8709677419354839,0.03225806451612903,-0.967741935483871,-0.08602150537634409,-0.5698924731182796,-0.08602150537634409,-0.7526881720430108,-0.0967741935483871,-0.8817204301075269,-0.0967741935483871,-1.0,-0.1827956989247312,-0.5483870967741935,-0.20430107526881722,-0.7311827956989247,-0.20430107526881722,-0.8494623655913979,-0.20430107526881722,-0.956989247311828,-0.2903225806451613,-0.5053763440860215,-0.3118279569892473,-0.6666666666666666,-0.3118279569892473,-0.7634408602150538,-0.3118279569892473,-0.8494623655913979
4,0.0,0.0,0.18055555555555555,-0.1388888888888889,0.2638888888888889,-0.4166666666666667,0.2916666666666667,-0.6111111111111112,0.3055555555555556,-0.75,0.1527777777777778,-0.625,0.20833333333333334,-0.8055555555555556,0.2916666666666667,-0.8888888888888888,0.3611111111111111,-0.9166666666666666,0.05555555555555555,-0.6388888888888888,0.1111111111111111,-0.8472222222222222,0.18055555555555555,-0.9166666666666666,0.25,-0.9583333333333334,-0.05555555555555555,-0.6388888888888888,-0.027777777777777776,-0.8611111111111112,0.05555555555555555,-0.9444444444444444,0.1111111111111111,-1.0,-0.18055555555555555,-0.6388888888888888,-0.1527777777777778,-0.8194444444444444,-0.09722222222222222,-0.9027777777777778,-0.041666666666666664,-0.9583333333333334
4,0.0,0.0,0.1368421052631579,-0.18947368421052632,0.16842105263157894,-0.45263157894736844,0.16842105263157894,-0.6105263157894737,0.15789473684210525,-0.7473684210526316,0.042105263157894736,-0.5578947368421052,0.05263157894736842,-0.7473684210526316,0.07368421052631578,-0.8736842105263158,0.10526315789473684,-0.968421052631579,-0.06315789473684211,-0.5578947368421052,-0.05263157894736842,-0.7578947368421053,-0.031578947368421054,-0.8842105263157894,-0.010526315789473684,-1.0,-0.17894736842105263,-0.5473684210526316,-0.16842105263157894,-0.7368421052631579,-0.14736842105263157,-0.8526315789473684,-0.12631578947368421,-0.968421052631579,-0.29473684210526313,-0.5052631578947369,-0.29473684210526313,-0.6736842105263158,-0.2736842105263158,-0.7789473684210526,-0.2631578947368421,-0.8736842105263158
4,0.0,0.0,0.17333333333333334,-0.12,0.25333333333333335,-0.38666666666666666,0.28,-0.5733333333333334,0.28,-0.7066666666666667,0.16,-0.6,0.21333333333333335,-0.76,0.28,-0.8666666666666667,0.3333333333333333,-0.92,0.05333333333333334,-0.6133333333333333,0.10666666666666667,-0.8133333333333334,0.16,-0.9066666666666666,0.21333333333333335,-0.9733333333333334,-0.05333333333333334,-0.6133333333333333,-0.02666666666666667,-0.8266666666666667,0.02666666666666667,-0.92,0.08,-1.0,-0.17333333333333334,-0.6,-0.16,-0.7866666666666666,-0.12,-0.8933333333333333,-0.09333333333333334,-0.96
4,0.0,0.0,0.14893617021276595,-0.19148936170212766,0.19148936170212766,-0.4574468085106383,0.18085106382978725,-0.6170212765957447,0.14893617021276595,-0.7553191489361702,0.0425531914893617,-0.5638297872340425,0.05319148936170213,-0.7446808510638298,0.07446808510638298,-0.8723404255319149,0.10638297872340426,-0.9680851063829787,-0.06382978723404255,-0.5638297872340425,-0.05319148936170213,-0.7553191489361702,-0.031914893617021274,-0.8829787234042553,-0.010638297872340425,-1.0,-0.1702127659574468,-0.5531914893617021,-0.1595744680851064,-0.7340425531914894,-0.13829787234042554,-0.8617021276595744,-0.11702127659574468,-0.9680851063829787,-0.2765957446808511,-0.5106382978723404,-0.2765957446808511,-0.6808510638297872,-0.26595744680851063,-0.7872340425531915,-0.24468085106382978,-0.8829787234042553
4,0.0,0.0,0.17567567567567569,-0.12162162162162163,0.25675675675675674,-0.3918918918918919,0.28378378378378377,-0.581081081081081,0.2972972972972973,-0.7162162162162162,0.14864864864864866,-0.6081081081081081,0.20270270270270271,-0.7702702702702703,0.28378378378378377,-0.8648648648648649,0.33783783783783783,-0.9054054054054054,0.05405405405405406,-0.6216216216216216,0.0945945945945946,-0.8108108108108109,0.16216216216216217,-0.9054054054054054,0.21621621621621623,-0.9594594594594594,-0.05405405405405406,-0.6216216216216216,-0.02702702702702703,-0.8378378378378378,0.02702702702702703,-0.9324324324324325,0.06756756756756757,-1.0,-0.17567567567567569,-0.6081081081081081,-0.14864864864864866,-0.7972972972972973,-0.12162162162162163,-0.8918918918918919,-0.0945945945945946,-0.9594594594594594
4,0.0,0.0,0.14736842105263157,-0.18947368421052632,0.18947368421052632,-0.45263157894736844,0.16842105263157894,-0.6105263157894737,0.14736842105263157,-0.7473684210526316,0.042105263157894736,-0.5578947368421052,0.042105263157894736,-0.7473684210526316,0.07368421052631578,-0.8736842105263158,0.09473684210526316,-0.968421052631579,-0.06315789473684211,-0.5578947368421052,-0.05263157894736842,-0.7473684210526316,-0.042105263157894736,-0.8842105263157894,-0.010526315789473684,-1.0,-0.16842105263157894,-0.5368421052631579,-0.16842105263157894,-0.7263157894736842,-0.14736842105263157,-0.8526315789473684,-0.12631578947368421,-0.9578947368421052,-0.28421052631578947,-0.5052631578947369,-0.28421052631578947,-0.6631578947368421,-0.2631578947368421,-0.7789473684210526,-0.24210526315789474,-0.8631578947368421
