class,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41
10,0.0,0.0,0.175,-0.05,0.275,-0.16666666666666666,0.35833333333333334,-0.225,0.4666666666666667,-0.24166666666666667,0.15833333333333333,-0.5,0.225,-0.7166666666666667,0.2833333333333333,-0.875,0.3333333333333333,-1.0,0.05,-0.49166666666666664,0.2833333333333333,-0.49166666666666664,0.4166666666666667,-0.35,0.4666666666666667,-0.24166666666666667,-0.025,-0.4166666666666667,0.23333333333333334,-0.325,0.24166666666666667,-0.18333333333333332,0.175,-0.125,-0.06666666666666667,-0.30833333333333335,0.15833333333333333,-0.23333333333333334,0.175,-0.125,0.125,-0.09166666666666666
10,0.0,0.0,0.12745098039215685,-0.0784313725490196,0.19607843137254902,-0.20588235294117646,0.27450980392156865,-0.28431372549019607,0.37254901960784315,-0.3431372549019608,0.0196078431372549,-0.4803921568627451,0.049019607843137254,-0.7058823529411765,0.06862745098039216,-0.8627450980392157,0.09803921568627451,-1.0,-0.0784313725490196,-0.4411764705882353,0.14705882352941177,-0.5098039215686274,0.28431372549019607,-0.4117647058823529,0.35294117647058826,-0.3333333333333333,-0.12745098039215685,-0.35294117647058826,0.12745098039215685,-0.3431372549019608,0.1568627450980392,-0.20588235294117646,0.10784313725490197,-0.14705882352941177,-0.14705882352941177,-0.24509803921568626,0.06862745098039216,-0.23529411764705882,0.10784313725490197,-0.14705882352941177,0.06862745098039216,-0.10784313725490197
10,0.0,0.0,0.104,-0.112,0.152,-0.272,0.2,-0.368,0.28,-0.456,-0.064,-0.48,-0.088,-0.704,-0.088,-0.864,-0.088,-1.0,-0.152,-0.416,0.048,-0.544,0.208,-0.504,0.288,-0.456,-0.184,-0.32,0.064,-0.368,0.12,-0.248,0.072,-0.176,-0.176,-0.2,0.032,-0.256,0.08,-0.176,0.04,-0.12
10,0.0,0.0,0.16666666666666666,-0.05,0.26666666666666666,-0.16666666666666666,0.35,-0.225,0.4583333333333333,-0.24166666666666667,0.15,-0.5,0.20833333333333334,-0.7166666666666667,0.275,-0.875,0.31666666666666665,-1.0,0.041666666666666664,-0.49166666666666664,0.2833333333333333,-0.49166666666666664,0.4083333333333333,-0.35,0.4583333333333333,-0.24166666666666667,-0.03333333333333333,-0.4166666666666667,0.225,-0.325,0.23333333333333334,-0.18333333333333332,0.175,-0.125,-0.075,-0.30833333333333335,0.15,-0.23333333333333334,0.16666666666666666,-0.13333333333333333,0.11666666666666667,-0.09166666666666666
10,0.0,0.0,0.12745098039215685,-0.0784313725490196,0.19607843137254902,-0.20588235294117646,0.27450980392156865,-0.28431372549019607,0.37254901960784315,-0.3431372549019608,0.0196078431372549,-0.4803921568627451,0.0392156862745098,-0.7058823529411765,0.06862745098039216,-0.8627450980392157,0.09803921568627451,-1.0,-0.0784313725490196,-0.4411764705882353,0.13725490196078433,-0.5098039215686274,0.28431372549019607,-0.4117647058823529,0.35294117647058826,-0.3333333333333333,-0.12745098039215685,-0.35294117647058826,0.12745098039215685,-0.3431372549019608,0.1568627450980392,-0.20588235294117646,0.10784313725490197,-0.14705882352941177,-0.14705882352941177,-0.23529411764705882,0.06862745098039216,-0.23529411764705882,0.10784313725490197,-0.14705882352941177,0.06862745098039216,-0.10784313725490197
10,0.0,0.0,0.104,-0.112,0.152,-0.272,0.2,-0.368,0.28,-0.456,-0.064,-0.48,-0.088,-0.704,-0.088,-0.864,-0.096,-1.0,-0.152,-0.416,0.048,-0.544,0.208,-0.504,0.288,-0.456,-0.184,-0.32,0.064,-0.368,0.12,-0.248,0.072,-0.176,-0.176,-0.2,0.032,-0.256,0.08,-0.176,0.04,-0.12
10,0.0,0.0,0.16806722689075632,-0.04201680672268908,0.2689075630252101,-0.15966386554621848,0.35294117647058826,-0.2184873949579832,0.46218487394957986,-0.23529411764705882,0.15126050420168066,-0.4957983193277311,0.21008403361344538,-0.7142857142857143,0.2689075630252101,-0.8739495798319328,0.31932773109243695,-1.0,0.04201680672268908,-0.48739495798319327,0.2773109243697479,-0.48739495798319327,0.4117647058823529,-0.3445378151260504,0.46218487394957986,-0.23529411764705882,-0.03361344537815126,-0.42016806722689076,0.226890756302521,-0.31932773109243695,0.23529411764705882,-0.17647058823529413,0.17647058823529413,-0.11764705882352941,-0.07563025210084033,-0.31092436974789917,0.15126050420168066,-0.226890756302521,0.16806722689075632,-0.12605042016806722,0.11764705882352941,-0.08403361344537816
10,0.0,0.0,-0.17796610169491525,-0.059322033898305086,-0.2796610169491525,-0.1694915254237288,-0.3728813559322034,-0.22033898305084745,-0.4915254237288136,-0.2288135593220339,-0.17796610169491525,-0.5084745762711864,-0.2457627118644068,-0.7203389830508474,-0.3050847457627119,-0.8728813559322034,-0.3474576271186441,-1.0,-0.059322033898305086,-0.5,-0.3135593220338983,-0.4830508474576271,-0.4322033898305085,-0.3474576271186441,-0.4830508474576271,-0.2542372881355932,0.00847457627118644,-0.423728813559322,-0.2457627118644068,-0.3220338983050847,-0.2457627118644068,-0.1864406779661017,-0.19491525423728814,-0.1271186440677966,0.0423728813559322,-0.3135593220338983,-0.1694915254237288,-0.23728813559322035,-0.17796610169491525,-0.13559322033898305,-0.1271186440677966,-0.1016949152542373
10,0.0,0.0,-0.1111111111111111,-0.12698412698412698,-0.15079365079365079,-0.2857142857142857,-0.20634920634920634,-0.38095238095238093,-0.29365079365079366,-0.4603174603174603,0.06349206349206349,-0.49206349206349204,0.07936507936507936,-0.7142857142857143,0.07936507936507936,-0.873015873015873,0.0873015873015873,-1.0,0.14285714285714285,-0.42063492063492064,-0.047619047619047616,-0.5555555555555556,-0.20634920634920634,-0.5158730158730159,-0.30158730158730157,-0.48412698412698413,0.1746031746031746,-0.31746031746031744,-0.06349206349206349,-0.38095238095238093,-0.11904761904761904,-0.2698412698412698,-0.09523809523809523,-0.1984126984126984,0.16666666666666666,-0.21428571428571427,-0.031746031746031744,-0.2857142857142857,-0.0873015873015873,-0.20634920634920634,-0.05555555555555555,-0.15079365079365079
10,0.0,0.0,-0.13,-0.08,-0.2,-0.22,-0.27,-0.29,-0.38,-0.34,-0.03,-0.5,-0.05,-0.72,-0.07,-0.87,-0.1,-1.0,0.07,-0.46,-0.15,-0.52,-0.3,-0.43,-0.38,-0.37,0.13,-0.36,-0.13,-0.35,-0.16,-0.22,-0.12,-0.16,0.14,-0.25,-0.08,-0.25,-0.11,-0.16,-0.07,-0.11
