class,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41
21,0.0,0.0,0.375,-0.041666666666666664,0.5,0.10416666666666667,0.25,0.4375,-0.10416666666666667,0.75,0.16666666666666666,-0.125,-0.3958333333333333,-0.3333333333333333,-0.75,-0.5208333333333334,-1.0,-0.5416666666666666,-0.25,0.0,-0.4791666666666667,0.08333333333333333,-0.2708333333333333,0.08333333333333333,-0.08333333333333333,0.1875,-0.5416666666666666,0.10416666666666667,-0.6041666666666666,0.25,-0.2916666666666667,0.125,0.0,0.10416666666666667,-0.6666666666666666,0.20833333333333334,-0.6458333333333334,0.25,-0.4166666666666667,0.14583333333333334,-0.1875,0.125
21,0.0,0.0,0.22641509433962265,-0.16981132075471697,0.24528301886792453,-0.11320754716981132,0.07547169811320754,0.16981132075471697,-0.09433962264150944,0.4528301886792453,-0.07547169811320754,-0.2830188679245283,-0.5094339622641509,-0.33962264150943394,-0.7924528301886793,-0.32075471698113206,-1.0,-0.20754716981132076,-0.37735849056603776,-0.07547169811320754,-0.5849056603773585,0.0,-0.39622641509433965,0.11320754716981132,-0.18867924528301888,0.20754716981132076,-0.5660377358490566,0.11320754716981132,-0.6037735849056604,0.24528301886792453,-0.3584905660377358,0.18867924528301888,-0.16981132075471697,0.1320754716981132,-0.6226415094339622,0.2641509433962264,-0.6226415094339622,0.3018867924528302,-0.4339622641509434,0.22641509433962265,-0.3018867924528302,0.1509433962264151
21,0.0,0.0,-0.18518518518518517,-0.037037037037037035,-0.4074074074074074,0.14814814814814814,-0.6851851851851852,0.3888888888888889,-1.0,0.6296296296296297,-0.35185185185185186,0.8888888888888888,-0.4444444444444444,0.8703703703703703,-0.48148148148148145,0.5555555555555556,-0.5,0.42592592592592593,-0.18518518518518517,0.9629629629629629,-0.3148148148148148,0.8888888888888888,-0.24074074074074073,0.5185185185185185,-0.16666666666666666,0.3888888888888889,-0.037037037037037035,0.9629629629629629,-0.09259259259259259,0.8518518518518519,-0.07407407407407407,0.5185185185185185,-0.05555555555555555,0.42592592592592593,0.09259259259259259,0.9259259259259259,0.05555555555555555,0.9444444444444444,0.037037037037037035,0.8148148148148148,0.018518518518518517,0.7962962962962963
21,0.0,0.0,0.35294117647058826,-0.0392156862745098,0.4117647058823529,0.0392156862745098,0.11764705882352941,0.3137254901960784,-0.17647058823529413,0.5882352941176471,0.0784313725490196,-0.2549019607843137,-0.45098039215686275,-0.5098039215686274,-0.7843137254901961,-0.6470588235294118,-1.0,-0.6274509803921569,-0.3333333333333333,-0.21568627450980393,-0.5686274509803921,-0.09803921568627451,-0.39215686274509803,0.0,-0.21568627450980393,0.11764705882352941,-0.6274509803921569,-0.11764705882352941,-0.6862745098039216,0.13725490196078433,-0.39215686274509803,0.09803921568627451,-0.0784313725490196,0.058823529411764705,-0.7843137254901961,0.0196078431372549,-0.7647058823529411,0.11764705882352941,-0.5294117647058824,0.058823529411764705,-0.29411764705882354,0.0196078431372549
21,0.0,0.0,0.2641509433962264,-0.1320754716981132,0.2830188679245283,-0.05660377358490566,0.07547169811320754,0.22641509433962265,-0.1320754716981132,0.49056603773584906,-0.07547169811320754,-0.33962264150943394,-0.5094339622641509,-0.37735849056603776,-0.7924528301886793,-0.33962264150943394,-1.0,-0.24528301886792453,-0.39622641509433965,-0.16981132075471697,-0.5849056603773585,-0.018867924528301886,-0.4339622641509434,0.09433962264150944,-0.32075471698113206,0.1320754716981132,-0.6037735849056604,0.018867924528301886,-0.5660377358490566,0.2641509433962264,-0.2830188679245283,0.22641509433962265,-0.05660377358490566,0.1320754716981132,-0.6415094339622641,0.18867924528301888,-0.5471698113207547,0.32075471698113206,-0.3584905660377358,0.2641509433962264,-0.18867924528301888,0.18867924528301888
21,0.0,0.0,-0.16981132075471697,-0.018867924528301886,-0.39622641509433965,0.16981132075471697,-0.6792452830188679,0.4339622641509434,-0.9811320754716981,0.660377358490566,-0.3584905660377358,0.9433962264150944,-0.4528301886792453,0.9811320754716981,-0.49056603773584906,0.660377358490566,-0.49056603773584906,0.5094339622641509,-0.20754716981132076,1.0,-0.33962264150943394,0.9622641509433962,-0.2830188679245283,0.5660377358490566,-0.18867924528301888,0.41509433962264153,-0.07547169811320754,0.9811320754716981,-0.1320754716981132,0.9056603773584906,-0.1320754716981132,0.5660377358490566,-0.09433962264150944,0.4339622641509434,0.03773584905660377,0.9245283018867925,0.0,0.9811320754716981,-0.018867924528301886,0.8867924528301887,-0.018867924528301886,0.8867924528301887
21,0.0,0.0,0.42857142857142855,-0.11904761904761904,0.6666666666666666,0.14285714285714285,0.4523809523809524,0.5952380952380952,0.07142857142857142,1.0,0.35714285714285715,0.16666666666666666,-0.21428571428571427,-0.09523809523809523,-0.5714285714285714,-0.4523809523809524,-0.7857142857142857,-0.5476190476190477,-0.047619047619047616,0.3333333333333333,-0.38095238095238093,0.38095238095238093,-0.21428571428571427,0.21428571428571427,-0.023809523809523808,0.30952380952380953,-0.3333333333333333,0.47619047619047616,-0.5714285714285714,0.4523809523809524,-0.2857142857142857,0.16666666666666666,0.0,0.21428571428571427,-0.5476190476190477,0.5476190476190477,-0.6190476190476191,0.47619047619047616,-0.42857142857142855,0.23809523809523808,-0.21428571428571427,0.23809523809523808
21,0.0,0.0,-0.3103448275862069,0.1206896551724138,-0.39655172413793105,0.3448275862068966,-0.22413793103448276,0.6551724137931034,0.10344827586206896,0.8620689655172413,0.05172413793103448,-0.1724137931034483,0.46551724137931033,-0.2413793103448276,0.7413793103448276,-0.2413793103448276,1.0,-0.29310344827586204,0.3620689655172414,-0.06896551724137931,0.4827586206896552,0.5172413793103449,0.1206896551724138,0.6896551724137931,-0.05172413793103448,0.6551724137931034,0.5172413793103449,0.10344827586206896,0.5172413793103449,0.6551724137931034,0.1896551724137931,0.6206896551724138,0.10344827586206896,0.41379310344827586,0.603448275862069,0.29310344827586204,0.4827586206896552,0.6724137931034483,0.22413793103448276,0.603448275862069,0.15517241379310345,0.3793103448275862
21,0.0,0.0,-0.37037037037037035,0.14814814814814814,-0.5555555555555556,0.3333333333333333,-0.5,0.6666666666666666,-0.2037037037037037,1.0,-0.16666666666666666,0.1111111111111111,0.16666666666666666,0.14814814814814814,0.42592592592592593,0.2962962962962963,0.6666666666666666,0.5,0.09259259259259259,0.2037037037037037,0.2777777777777778,0.6666666666666666,0.12962962962962962,0.5740740740740741,-0.018518518518518517,0.4444444444444444,0.35185185185185186,0.35185185185185186,0.42592592592592593,0.8148148148148148,0.2222222222222222,0.6111111111111112,0.037037037037037035,0.46296296296296297,0.5555555555555556,0.5185185185185185,0.5370370370370371,0.8333333333333334,0.37037037037037035,0.7407407407407407,0.2222222222222222,0.6296296296296297
21,0.0,0.0,-0.35135135135135137,-0.10810810810810811,-0.6756756756756757,-0.05405405405405406,-0.8918918918918919,0.21621621621621623,-1.0,0.43243243243243246,-0.5945945945945946,-0.2702702702702703,-0.7297297297297297,-0.21621621621621623,-0.7837837837837838,-0.21621621621621623,-0.8378378378378378,-0.1891891891891892,-0.40540540540540543,-0.1891891891891892,-0.7027027027027027,0.35135135135135137,-0.6486486486486487,0.35135135135135137,-0.5675675675675675,0.2702702702702703,-0.1891891891891892,-0.02702702702702703,-0.5405405405405406,0.4864864864864865,-0.4864864864864865,0.43243243243243246,-0.3783783783783784,0.2702702702702703,0.0,0.13513513513513514,-0.2972972972972973,0.5135135135135135,-0.2972972972972973,0.4594594594594595,-0.21621621621621623,0.32432432432432434
